cosmopolitan,What is a cosmopolitan area like?,It is full of diverse people who represent many different cultures,It is a street or neighborhood in a city full of expensive homes.,It is overcrowded and filled with people who can’t afford housing.,a,A cosmopolitan area represents large cultural diversity and people from around the globe; a cosmopolitan person is broad-minded and wise in the ways of the world.,0,"cultured, metropolitan, sophisticated",300
derivative,What is a derivative?,It is a grammatical rule that has changed over time.,It is a brand new word that has been accepted into a language.,It is something that comes from something else,c,"A derivative is something borrowed from something else, such as an English word that comes from another language.",0,"cognate, secondary, subordinate",300
deterrent,What is a deterrent?,It is a challenging task that creates a sense of accomplishment.,It keeps something safe by preventing an action to harm it,It is something that makes you feel better about yourself.,b,A deterrent keeps someone from doing something against you.,0,"disincentive, hindrance, obstacle",300
dilemma,What is an example of a dilemma?,Having to decide between lying to someone and hurting their feelings,Running to catch a train right before it leaves the station.,Creating a solution to a problem that benefits many people.,a,A dilemma is a difficult situation or problem that consists of a choice between two equally disagreeable or unfavorable alternatives.,0,"difficulty, embarrassment, impasse",300
dismantle,What is an example of something that is being dismantled?,A bear that has been moved from one zoo to another.,A vase that is being filled with water and fresh-cut flowers.,A tent that is being taken apart and stored in a box,c,"When you dismantle something, you take it apart or destroy it piece by piece. ",0,"break up, demolish, destroy",300
dissident,What is a dissident?,Someone who reports an unsafe condition within a workplace.,Someone who is imprisoned for a minor offense such as shoplifting.,Someone who speaks publicly against an established governmental system,c,"A dissident is someone who disagrees publicly with a government, especially in a country where this is not allowed.",0,"discordant, dissenting",300
efficacy,What is the efficacy of something?,It is the extent to which it is noticed by the public.,It is the extent to which it saves people money.,It is the extent to which it is effective and productive,c,Efficacy is the ability or power to produce an expected effect or result.,0,"adequacy, competence, effectiveness",300
errant,What happens when someone acts in an errant fashion?,They work hard to involve everyone in an activity.,They act in a way that is considered unacceptable,They are annoyingly persistent at getting what they want.,b,"Anything or anyone errant behaves in a way that is unacceptable or wrong; for example, an errant missile travels in the wrong direction, while an errant student does not follow classroom rules.",0,"aberrant, erratic, offending",300
erratic,How might you feel if your friend’s behavior is erratic?,Relieved that you can always count on them to help you.,Worried that they are not acting like themselves,Impressed that they set such a good example for others.,b,"Anything that is erratic in the way it behaves is irregular, unpredictable, and unusual.",0,"abnormal, arbitrary, bizarre",300
exemplify,Why would your teacher exemplify something?,To see how much you have learned about it.,To allow you to discuss your opinion about it.,To show you exactly how they want it done,c,"One thing that exemplifies another serves as an example of it, illustrates it, or demonstrates it.",0,"demonstrate, depict, elucidate",300
generic,What is a generic description?,It applies to a group instead of a particular thing,It is short and often provides no useful information.,It is detailed and gives specific information about someone.,a,A generic description or attribute is not specific to any one thing but applies to all members of an entire class or group.,0,universal,300
grotesque,What is an example of something grotesque?,A five-headed monster with giant feet and tiny arms,A school bus that is painted pink with brightly colored flowers.,An erupting volcano that is raining ash and lava on a city below.,a,"Something grotesque is so distorted or misshapen that it is disturbing, bizarre, gross, or very ugly.",0,"absurd, bizarre, eerie",300
inhibit,How could you inhibit getting to know your neighbor?,You could knock on their door and introduce yourself.,You could invite them to a picnic and hope they come to it.,You could build a tall fence that prevents any interaction,c,Something that inhibits you from doing something restricts or keeps you from doing it.,0,"constrain, curb, discourage",300
integral,"If something is integral to success, what is it?",It is absolutely necessary to achieving success,It is one thing among many that helps achieve success.,It is probably not that important to achieving success.,a,Something that is integral to something else is an essential or necessary part of it.,0,"elemental, essential, indispensable",300
interim,What is an interim position?,It is high-paying and requires a great deal of training and skill.,It is low-paying and often requires little to no training.,It is held for a short time until someone else is officially hired,c,An interim position at a school or business is only temporary; it lasts until the position can be filled permanently.,0,provisional,300
jargon,What is an example of professional jargon?,The required exam that a person must pass to become a lawyer.,The contract a lawyer signs when they are hired by a law firm.,The words and phrases that lawyers use during a trial,c,Jargon is language or terminology used by a specific group that might not be understandable to those people who are not of the group.,0,"argot, idiom, lingo",300
jeopardy,What is an example of someone who is in jeopardy?,A dentist whose patient was their first-grade teacher.,A new doctor who passed their medical exams.,A hiker who fell off a cliff and broke their leg,c,"When you are in jeopardy, you are in danger or trouble of some kind.",0,peril,300
judicious,How does a judicious person react to a problem?,They don’t waste time thinking about the problem because they are very busy.,They think through all the parts of the problem before making a decision about it,They ask someone else to solve the problem because they can’t decide what to do.,b,A judicious person shows good or sound judgment because they are wise and careful in making decisions.,0,"astute, careful, cautious",300
neurotic,How might you describe a neurotic person?,They feel stressed about things that most people don’t worry about,They look frail and weak and seem to get sick more often than others.,They like to plan things carefully and pay attention to little details.,a,A neurotic person is too anxious or worried about events in everyday life.,0,"compulsive, distraught, disturbed",300
noxious,What would you do with a noxious substance?,You would handle it carefully since it could be poisonous,You would use very little of it while cooking since it has a strong flavor.,You would keep it away from an open flame since it catches fire easily.,a,"Something that is noxious is harmful, extremely unpleasant, and often poisonous.",0,"corrupting, destructive, fetid",300
objective,What is an example of an objective observation?,"This painting should be in the Louvre museum, not a private home.",This painting is interesting to me because of its use of contrasting colors.,This painting is an example of French Impressionism,c,"If someone is objective, they base their opinions on facts rather than personal feelings or beliefs.",0,"detached, disinterested, dispassionate",300
ornate,"If someone has an ornate style of decorating, how do they decorate?","They use warm colors to create a cozy, welcoming environment.","They avoid bright colors and use simple, plain patterns.","They use fancy decorations and detailed, elaborate patterns",c,An ornate object is heavily or excessively decorated with complicated shapes and patterns.,0,"baroque, beautiful, elegant",300
philanthropy,"If you are known for your philanthropy, what might you do?",Spend large amounts of money on foolish things.,Give wise and practical advice to others.,Donate your time and money to help others,c,"Philanthropy is unselfish support in the form of donating money, work, or gifts to positive social purposes; philanthropy is also overall love for humans in general.",0,"charity, generosity",300
punctuate,What could punctuate a story that someone is telling to a group?,A lengthy introduction in which the background of the story is given.,A sudden loss of electricity that necessitates the use of candlelight.,Random laughter from the listeners that indicates their delight,c,"If an activity is punctuated by something, it is interrupted or emphasized by it at intervals.",0,"interrupt, intersperse, pepper",300
rectify,How could you rectify something at work?,By ignoring all your duties and deciding to leave early on most days.,By telling your boss that you made a mistake and then trying to fix it,By taking credit for a team project that you worked on with three other people.,b,"When you rectify something, you correct it or make it right once more.",0,"amend, fix, improve",300
relinquish,What happens if you relinquish your dream of writing a book?,You finally tell people about it.,You start trying to achieve it.,You abandon it or give it up,c,"When you relinquish something, you give it up or let it go.",0,"abandon, abdicate, cede",300
resolve,What does it mean to resolve something?,It means to work it out or settle upon a course of action,It means to consider different ideas about how it can be done.,It means to solve it only to have to solve it again a short time later.,a,"When you resolve a problem, you solve it or come to a decision about it.",0,"boldness, courage, firmness",300
rhetoric,What is someone skilled in rhetoric good at doing?,Convincing people that they are telling the truth when they are not.,Effectively using language to persuade other people,Making people anxious and afraid through exaggerated claims.,b,"Rhetoric is the skill or art of using language to persuade or influence people, especially language that sounds impressive but may not be sincere or honest.",0,"hyperbole, oratory",300
sedentary,What is an example of a sedentary activity?,Going through many sites on the Internet,Swimming in a peaceful lake on a warm day.,Planting seeds in a large garden in the spring.,a,"Someone who has a sedentary habit, job, or lifestyle spends a lot of time sitting down without moving or exercising often.",0,inactive,300
squander,What has happened if you’ve squandered your money?,You’ve hidden it away in a safe place so others can’t access it.,You’ve invested it wisely and now have a small fortune.,You’ve spent it on useless things and don’t have much left,c,"If you squander time, money, or other valuable resources, you use them wastefully and unwisely.",0,"blow, expend, lavish",300
stigma,What is an example of something with a stigma?,A college degree that society respects and sees as valuable.,A book that is popular but receives harsh reviews from critics.,A habit that most people find unacceptable and even disgraceful,c,"Something that has a stigma is not socially acceptable; therefore, it has a strong feeling of shame or disgrace attached to it.",0,"scar, stain",300
strata,"If you study the strata of Earth, what do you study?",The layers of rock in the ground,Climate zones around the world.,The amount of pollution in the atmosphere.,a,"Strata are Earth’s layers of rock or regions of the atmosphere; they can also be the different social, cultural, and economic levels of a society.",0,"bed, gradation, grade",300
strife,"If a country is undergoing a period of strife, what is happening?",There has been a welcome and needed change in government.,A large number of people are leaving the country to live elsewhere.,People living in that country are fighting with each other,c,Strife is struggle or conflict that sometimes turns violent.,0,"animosity, bickering, clash",300
temperance,What is temperance?,It is feeling warm even when it is cold outside.,It is being motivated to do your best in all situations.,It is maintaining balance in most situations,c,"If you show temperance, you limit yourself so that you don’t do too much of something; you act in a controlled and well-balanced way.",0,"abnegation, abstemiousness, asceticism",300
terrestrial,"If someone uses a terrestrial form of transportation, how might they be traveling?",In a boat at sea.,In a car on land,In a ship in space.,b,The word terrestrial refers to living or growing on land; it can also refer to planet Earth as a whole in comparison with other planets.,0,"telluric, terrene",300
trivial,What is an example of a trivial concern?,Worrying about a minor mistake you made on your homework,Thinking about how your behavior is affecting others around you.,Deciding which career you would like to pursue in the near future.,a,Something trivial is of little value or is not important.,0,"commonplace, frivolous, immaterial",300
viable,What is a viable solution?,It is not practical and may fail.,It is unusual and probably impossible.,It is reasonable and likely to succeed,c,"A viable project is practical or can be accomplished; therefore, it is worth doing.",0,"applicable, feasible, possible",300
voracious,What does it mean to be voracious about something?,You are interested in sharing it with others.,You are scared that it will attack you.,You are very eager to consume it,c,"A voracious person has a strong desire to want a lot of something, especially food.",0,"avid, insatiable, prodigious",300
zealous,What action might a zealous person take?,Cheer for their friend’s team during a game.,Try to calm someone down during a fight.,Devote themselves to volunteering for a cause,c,"Someone who is zealous spends a lot of time, energy, and effort to support something—  notably that of a political or religious nature—because they believe in it very strongly.",0,"ardent, avid, dedicated",300
