affiliation,What is an affiliation?,It is an official connection to an institution,It is an opportunity to support an organization financially.,It is a preference for a particular activity or belief.,a,"If you have an affiliation with a group or another person, you are officially involved or connected with them.",0,"connection, partnership, relationship",300
affirmation,What is an affirmation?,It is an unpopular opinion that is starting to gain followers.,It is someoneï¿½s strong statement of the truth of something,It is a reckless act that has unfortunate consequences.,b,An affirmation is a declaration or confirmation that something is true.,0,"assertion, confirmation",300
affliction,What is an affliction?,A physical or mental condition that causes you distress,A short period when youï¿½re happier than youï¿½ve ever been before.,A date of something that is important for you to remember.,a,"An affliction is something that causes pain and mental suffering, especially a medical condition.",0,"calamity, disease, disorder",300
aggravation,What is an example of aggravation?,It is a growing feeling of annoyance or impatience,It is feeling exhausted but also happy when a vacation ends.,It is a moment of regret that happens after failing to help someone.,a,"When you feel aggravation over something, you are being constantly annoyed or bothered by it, often because it is getting worse over time.",0,irritation,300
ambidextrous,What does it mean when a person is ambidextrous?,That person can create beautiful things with remarkable speed and skill.,That person can use both their left and right hands with equal skill,That person is particularly competitive in their profession.,b,"When a person is ambidextrous, they can use their left or right hand with equal skill.",0,none,300
antiquated,What does it mean when something is antiquated?,It is considered highly likable and even beloved.,It is considered too old and useless,It is considered boring and not interesting.,b,Something antiquated is old-fashioned and not suitable for modern needs or conditions.,0,"ancient, archaic, old-fashioned",300
aptitude,What is an aptitude for math?,It is a wish to be better at math.,It is a strong dislike of math.,It is an ability to do math very well,c,Someoneï¿½s aptitude at a skill is their natural ability to perform it well; this word also refers to someoneï¿½s ability to learn something new or become better at a skill.,0,"predilection, propensity",300
augment,What does it mean to augment something?,You make it work better than it originally did,You fix it because it has not been functioning.,You persuade others that it is worth buying.,a,To augment something is to increase its value or effectiveness by adding something to it.,0,"add to, amplify, boost",300
chaotic,What is a chaotic situation?,Mistakes are made but are at last fixed.,There is great confusion and lack of order,The outcome is better than anticipated.,b,A chaotic state of affairs is in a state of confusion and complete disorder.,0,"anarchic, disorganized, helter-skelter",300
chronicle,Why might you read a chronicle?,You agree with one personï¿½s opinion and want to learn more about their ideas.,You want to know the order that certain events happened in your town,You have to read a story that contains both facts and fiction for homework.,b,A chronicle is a record of historical events that arranges those events in the correct order in which they happened.,0,"annals, diary, journal",300
chronological,What are you doing if you put things in chronological order?,You are placing them in categories based on similarities.,You are listing them in the order that they happened,You are ranking them in order of importance.,b,A chronological history arranges events in the order that they happened.,0,"historical, sequential",300
cognitive,What does the adjective cognitive describe?,A personï¿½s social reputation within a particular setting.,Someoneï¿½s capacity to work hard in difficult situations.,Those abilities having to do with the intellect or thinking,c,"Cognitive describes those things related to judgment, memory, and other mental processes of knowing.",0,"emotional, intellectual, mental",300
conscientious,What does someone do if they are conscientious?,They work hard to complete a job,They donï¿½t usually finish a job they start.,They take credit for jobs that other people do.,a,"When someone is conscientious in performing a task, they do it in a thorough and careful fashion to make sure that it is completely done.",0,"diligent, fastidious, fussy",300
constrain,What happens when you are constrained by something?,You are awarded for having done something.,You are punished for doing something wrong.,You are prevented from doing something,c,"When you are constrained, you are forced to do something or are kept from doing it.",0,"bind, constrict, curb",300
contemporary,What is a contemporary work of art?,It is a copy of a famous painting.,It is created in the current time,It was created years ago but is still valuable.,b,A contemporary object exists at the same time as something else or exists at the current time.,0,"new, present-day",300
convene,What happens when people convene?,They agree on a key issue.,They get together in one place,They run in different directions.,b,People convene when they gather together or are called together by someone for a meeting.,0,"assemble, gather, open",300
derivative,What is a derivative?,It is a grammatical rule that has changed over time.,It is a brand new word that has been accepted into a language.,It is something that comes from something else,c,"A derivative is something borrowed from something else, such as an English word that comes from another language.",0,"cognate, secondary, subordinate",300
deterrent,What is a deterrent?,It is a challenging task that creates a sense of accomplishment.,It keeps something safe by preventing an action to harm it,It is something that makes you feel better about yourself.,b,A deterrent keeps someone from doing something against you.,0,"disincentive, hindrance, obstacle",300
dilemma,What is an example of a dilemma?,Having to decide between lying to someone and hurting their feelings,Running to catch a train right before it leaves the station.,Creating a solution to a problem that benefits many people.,a,A dilemma is a difficult situation or problem that consists of a choice between two equally disagreeable or unfavorable alternatives.,0,"difficulty, embarrassment, impasse",300
dismantle,What is an example of something that is being dismantled?,A bear that has been moved from one zoo to another.,A vase that is being filled with water and fresh-cut flowers.,A tent that is being taken apart and stored in a box,c,"When you dismantle something, you take it apart or destroy it piece by piece. ",0,"break up, demolish, destroy",300
dissident,What is a dissident?,Someone who reports an unsafe condition within a workplace.,Someone who is imprisoned for a minor offense such as shoplifting.,Someone who speaks publicly against an established governmental system,c,"A dissident is someone who disagrees publicly with a government, especially in a country where this is not allowed.",0,"discordant, dissenting",300
efficacy,What is the efficacy of something?,It is the extent to which it is noticed by the public.,It is the extent to which it saves people money.,It is the extent to which it is effective and productive,c,Efficacy is the ability or power to produce an expected effect or result.,0,"adequacy, competence, effectiveness",300
errant,What happens when someone acts in an errant fashion?,They work hard to involve everyone in an activity.,They act in a way that is considered unacceptable,They are annoyingly persistent at getting what they want.,b,"Anything or anyone errant behaves in a way that is unacceptable or wrong; for example, an errant missile travels in the wrong direction, while an errant student does not follow classroom rules.",0,"aberrant, erratic, offending",300
erratic,How might you feel if your friendï¿½s behavior is erratic?,Relieved that you can always count on them to help you.,Worried that they are not acting like themselves,Impressed that they set such a good example for others.,b,"Anything that is erratic in the way it behaves is irregular, unpredictable, and unusual.",0,"abnormal, arbitrary, bizarre",300
exemplify,Why would your teacher exemplify something?,To see how much you have learned about it.,To allow you to discuss your opinion about it.,To show you exactly how they want it done,c,"One thing that exemplifies another serves as an example of it, illustrates it, or demonstrates it.",0,"demonstrate, depict, elucidate",300
generic,What is a generic description?,It applies to a group instead of a particular thing,It is short and often provides no useful information.,It is detailed and gives specific information about someone.,a,A generic description or attribute is not specific to any one thing but applies to all members of an entire class or group.,0,universal,300
grotesque,What is an example of something grotesque?,A five-headed monster with giant feet and tiny arms,A school bus that is painted pink with brightly colored flowers.,An erupting volcano that is raining ash and lava on a city below.,a,"Something grotesque is so distorted or misshapen that it is disturbing, bizarre, gross, or very ugly.",0,"absurd, bizarre, eerie",300
inhibit,How could you inhibit getting to know your neighbor?,You could knock on their door and introduce yourself.,You could invite them to a picnic and hope they come to it.,You could build a tall fence that prevents any interaction,c,Something that inhibits you from doing something restricts or keeps you from doing it.,0,"constrain, curb, discourage",300
integral,"If something is integral to success, what is it?",It is absolutely necessary to achieving success,It is one thing among many that helps achieve success.,It is probably not that important to achieving success.,a,Something that is integral to something else is an essential or necessary part of it.,0,"elemental, essential, indispensable",300
interim,What is an interim position?,It is high-paying and requires a great deal of training and skill.,It is low-paying and often requires little to no training.,It is held for a short time until someone else is officially hired,c,An interim position at a school or business is only temporary; it lasts until the position can be filled permanently.,0,provisional,300
jargon,What is an example of professional jargon?,The required exam that a person must pass to become a lawyer.,The contract a lawyer signs when they are hired by a law firm.,The words and phrases that lawyers use during a trial,c,Jargon is language or terminology used by a specific group that might not be understandable to those people who are not of the group.,0,"argot, idiom, lingo",300
jeopardy,What is an example of someone who is in jeopardy?,A dentist whose patient was their first-grade teacher.,A new doctor who passed their medical exams.,A hiker who fell off a cliff and broke their leg,c,"When you are in jeopardy, you are in danger or trouble of some kind.",0,peril,300
noxious,What would you do with a noxious substance?,You would handle it carefully since it could be poisonous,You would use very little of it while cooking since it has a strong flavor.,You would keep it away from an open flame since it catches fire easily.,a,"Something that is noxious is harmful, extremely unpleasant, and often poisonous.",0,"corrupting, destructive, fetid",300
objective,What is an example of an objective observation?,"This painting should be in the Louvre museum, not a private home.",This painting is interesting to me because of its use of contrasting colors.,This painting is an example of French Impressionism,c,"If someone is objective, they base their opinions on facts rather than personal feelings or beliefs.",0,"detached, disinterested, dispassionate",300
ornate,"If someone has an ornate style of decorating, how do they decorate?","They use warm colors to create a cozy, welcoming environment.","They avoid bright colors and use simple, plain patterns.","They use fancy decorations and detailed, elaborate patterns",c,An ornate object is heavily or excessively decorated with complicated shapes and patterns.,0,"baroque, beautiful, elegant",300
philanthropy,"If you are known for your philanthropy, what might you do?",Spend large amounts of money on foolish things.,Give wise and practical advice to others.,Donate your time and money to help others,c,"Philanthropy is unselfish support in the form of donating money, work, or gifts to positive social purposes; philanthropy is also overall love for humans in general.",0,"charity, generosity",1
punctuate,What could punctuate a story that someone is telling to a group?,A lengthy introduction in which the background of the story is given.,A sudden loss of electricity that necessitates the use of candlelight.,Random laughter from the listeners that indicates their delight,c,"If an activity is punctuated by something, it is interrupted or emphasized by it at intervals.",0,"interrupt, intersperse, pepper",300
rectify,How could you rectify something at work?,By ignoring all your duties and deciding to leave early on most days.,By telling your boss that you made a mistake and then trying to fix it,By taking credit for a team project that you worked on with three other people.,b,"When you rectify something, you correct it or make it right once more.",0,"amend, fix, improve",300
relinquish,What happens if you relinquish your dream of writing a book?,You finally tell people about it.,You start trying to achieve it.,You abandon it or give it up,c,"When you relinquish something, you give it up or let it go.",0,"abandon, abdicate, cede",300
resolve,What does it mean to resolve something?,It means to work it out or settle upon a course of action,It means to consider different ideas about how it can be done.,It means to solve it only to have to solve it again a short time later.,a,"When you resolve a problem, you solve it or come to a decision about it.",0,"boldness, courage, firmness",300
rhetoric,What is someone skilled in rhetoric good at doing?,Convincing people that they are telling the truth when they are not.,Effectively using language to persuade other people,Making people anxious and afraid through exaggerated claims.,b,"Rhetoric is the skill or art of using language to persuade or influence people, especially language that sounds impressive but may not be sincere or honest.",0,"hyperbole, oratory",300
sedentary,What is an example of a sedentary activity?,Going through many sites on the Internet,Swimming in a peaceful lake on a warm day.,Planting seeds in a large garden in the spring.,a,"Someone who has a sedentary habit, job, or lifestyle spends a lot of time sitting down without moving or exercising often.",0,inactive,300
stigma,What is an example of something with a stigma?,A college degree that society respects and sees as valuable.,A book that is popular but receives harsh reviews from critics.,A habit that most people find unacceptable and even disgraceful,c,"Something that has a stigma is not socially acceptable; therefore, it has a strong feeling of shame or disgrace attached to it.",0,"scar, stain",300
strata,"If you study the strata of Earth, what do you study?",The layers of rock in the ground,Climate zones around the world.,The amount of pollution in the atmosphere.,a,"Strata are Earthï¿½s layers of rock or regions of the atmosphere; they can also be the different social, cultural, and economic levels of a society.",0,"bed, gradation, grade",300
strife,"If a country is undergoing a period of strife, what is happening?",There has been a welcome and needed change in government.,A large number of people are leaving the country to live elsewhere.,People living in that country are fighting with each other,c,Strife is struggle or conflict that sometimes turns violent.,0,"animosity, bickering, clash",300
temperance,What is temperance?,It is feeling warm even when it is cold outside.,It is being motivated to do your best in all situations.,It is maintaining balance in most situations,c,"If you show temperance, you limit yourself so that you donï¿½t do too much of something; you act in a controlled and well-balanced way.",0,"abnegation, abstemiousness, asceticism",300
terrestrial,"If someone uses a terrestrial form of transportation, how might they be traveling?",In a boat at sea.,In a car on land,In a ship in space.,b,The word terrestrial refers to living or growing on land; it can also refer to planet Earth as a whole in comparison with other planets.,0,"telluric, terrene",300
trivial,What is an example of a trivial concern?,Worrying about a minor mistake you made on your homework,Thinking about how your behavior is affecting others around you.,Deciding which career you would like to pursue in the near future.,a,Something trivial is of little value or is not important.,0,"commonplace, frivolous, immaterial",300
viable,What is a viable solution?,It is not practical and may fail.,It is unusual and probably impossible.,It is reasonable and likely to succeed,c,"A viable project is practical or can be accomplished; therefore, it is worth doing.",0,"applicable, feasible, possible",300
voracious,What does it mean to be voracious about something?,You are interested in sharing it with others.,You are scared that it will attack you.,You are very eager to consume it,c,"A voracious person has a strong desire to want a lot of something, especially food.",0,"avid, insatiable, prodigious",300
abolish,"If you abolish something, what are you doing?",You are telling everyone about it.,You are taking something old and making it seem new.,You are officially ending it,c,"If someone in authority abolishes a law or practice, they formally put an end to it.",0,"abrogate, annul, cancel",300
ambiguous,What does it mean when something is ambiguous?,It is practical because it can be used in many different ways.,It is confusing because it has multiple meanings,It is difficult to understand because it exists only in theory.,b,"If you describe something as ambiguous, you mean that it is unclear or confusing because it can be understood in multiple ways.",0,"cryptic, dubious, enigmatic",300
amicable,What is an example of an amicable end to a relationship?,It ends with a lot of unnecessary drama and accusation.,It ends peacefully without hard or negative feelings,It ends abruptly with a great deal of resentment and anger. ,b,An amicable person is very friendly and agreeable towards others.,0,"amiable, civil, cordial",300
anecdote,What is an anecdote?,It is a short personal narrative thatï¿½s often amusing,It is a short but friendly conversation between two strangers.,It is a long and exciting account of a daring adventurous.,a,An anecdote is a short personal story that someone tells that is interesting or amusing.,0,"episode, gag, narration",300
animated,"If a performer is animated, what are they most likely doing?",Speaking directly to an audience.,Singing softly offstage.,Jumping around a stage,c,"When a person is animated, they are energetic, lively, and filled with excited activity.",0,"energetic, spirited, vivid",300
annihilate,What does it mean to annihilate something?,It means to totally do away with it,It means to make plans to destroy it.,It means to transport it to a safer location.,a,"When something is annihilated, it is completely destroyed or wiped out.",0,"crush, decimate, demolish",300
anonymous,What does it mean if someone wishes to remain anonymous?,They prefer to live a modest lifestyle and save money.,They want to be left alone after suffering a loss.,They want to remain unknown and nameless,c,"When someone wishes to remain anonymous, they do not reveal their name.",0,"nameless, undisclosed, unidentified",300
appraisal,What is an appraisal?,It is an estimation of the value of something,"It is the price you have to pay at an auction for something valuable, such as a painting.",It is the amount of money you need to pay back on a loan.,a,"When someone offers an appraisal of something, they indicate the value or worth of it.",0,"assessment, evaluation, opinion",300
apprentice,What is an apprentice?,It is someone who learns a skill from a seasoned professional,It is someone who has mastered a skill or a trade.,It is someone who does not need to go to college to succeed in their career.,a,An apprentice is someone who trains under a master in order to learn a trade or other skill.,0,pupil,300
arbiter,When might you need an arbiter?,You need help figuring out a solution to a problem you are having with a friend,You need a brutally honest opinion about an outfit you are considering for a party.,You need assistance editing a part of your speech before a big presentation at school.,a,An arbiter acts as a go-between who can settle an argument or provide advice in a dispute.,0,"arbitrator, go-between, mediator",300
arbitrary,What does it mean when something is arbitrary?,It appears to be made in a random way,It seems like an unusually negative response.,It rewards people who do not deserve to be rewarded.,a,"If you describe a decision, rule, or plan as arbitrary, you think that it was decided without any thought, standard, or system to guide it; therefore, it can seem unfair.",0,"capricious, discretionary, erratic",300
arid,"If you go to an arid place, what will you likely notice?",There arenï¿½t many young people there at all.,"There is very little rain, and the land is extremely dry",There is a high level of security everywhere.,b,An arid landscape is dry and lacking in sufficient rainfall to support much life.,0,"barren, bone-dry, desert",300
artifact,What is an artifact?,A human-made object from the distant past,A book that tells about past cultures.,A statement that has been proven to be untrue.,a,"An artifact is a weapon, tool, or piece of art created by human beings that is historically and culturally interesting or valuable.",0,"amount, brand, commodity",300
aspiration,What is an aspiration?,It is a dream or a goal that you want to achieve,It is a sudden insight that clears up confusion.,It is a breathing method that helps athletes perform better.,a,An aspiration is a personal goal or ambition that you want to achieve.,0,"aim, ambition, desire",300
assent,What is assent?,It is approval or acceptance of something,It is an increase in energy for a short period of time.,It is going up a steep hillside.,a,"When you give your assent, you agree with someone or accept what they have said.",0,"acknowledgment, acquiescence, concurrence",300
assertive,How is someone acting if they are being assertive?,They are uncomfortably loud and rude to those around them.,They are patient about waiting their turn in line.,They are persistent in going after something they want,c,"When you act in an assertive fashion, you know what you want and strongly persist in getting it.",0,"confident, decisive, emphatic",300
audacious,What is an example of audacious behavior?,Saving up for years to pay cash for a new car.,Going for a ten-mile run in sandals and jeans.,Investing every dollar you have into a risky investment,c,An audacious person acts with great daring and sometimes reckless braveryï¿½despite risks and warnings from other peopleï¿½in order to achieve something.,0,"adventurous, bold, courageous",300
auxiliary,What is an auxiliary device?,It is an extra one that can replace a malfunctioning device,It is a main one that people rely on every day.,It is an expensive one that is the best on the market and the most reliable.,a,"An auxiliary device is one that acts in support of a main one, such as a backup generator that replaces power in case the main source of that power goes down.",0,ancillary,300
avert,What happens when a disaster is averted?,It is completely avoided,It is suffered by many.,It is not as bad as predicted.,a,"When you avert your eyes, you turn them away; when you avert a disaster, you prevent it from happeningï¿½thereby also turning it away.",0,"avoid, deter, fend off",300
belligerent,What will a belligerent person most likely do in an argument?,Become aggressive and want to fight,Try to stay calm and avoid getting angry.,Listen carefully to other viewpoints before speaking.,a,"A belligerent person or country is aggressive, very unfriendly, and likely to start a fight.",0,"aggressive, antagonistic, bellicose",300
benevolent,How would you describe a benevolent person?,They are very busy and involved in many activities.,They are generous and compassionate,They spend too much money on needless things.,b,"Someone who is benevolent wishes others well, often by being kind, filled with goodwill, and charitable towards them.",0,"benign, caring, compassionate",300
benign,What does it mean if someone is benign?,They are kind and considerate to others,They are not able to give a strong opinion.,They are weak and easy to push aside.,a,"If you describe someone as benign, they are kind, gentle, and harmless.",0,"benevolent, favorable, friendly",300
bestow,What happens when you bestow something upon someone?,You respectfully present it to them,You throw it at them in anger or frustration.,You let them borrow it for a set period of time.,a,When something is bestowed upon youï¿½usually something valuableï¿½you are given or presented it.,0,"bequeath, confer, donate",300
bewilder,What does it mean if you are bewildered by a homework assignment?,You donï¿½t understand it at all,You are determined to do it well.,You are angry that you have to do it.,a,"If something bewilders you, you are very confused or puzzled by it.",0,"baffle, befuddle, bemuse",300
boisterous,What does it mean to be boisterous?,To be noisy and somewhat lacking in restraint,To be rude and mean toward another person.,To be childlike and hopeful about life.,a,"Someone who is boisterous is noisy, excitable, and full of boundless energy; therefore, they show a lack of disciplined restraint at times.",0,"clamorous, loud, rambunctious",300
breach,What is a breach of trust?,It is a failure to be honest with someone,It is an offer to start an honest relationship.,It is a promise to be truthful with someone.,a,A breach in trust is a failure to live up to a promise.,0,"crack, rift, rupture",300
brevity,What is brevity?,The act of taking unnecessary weight off a heavy load.,The ability to say what you mean quickly,The desire to make a task as easy as possible.,b,Brevity is communicating by using just a few words or by taking very little time to do so.,0,"conciseness, concision, condensation",300
calligraphy,What are things you need for calligraphy?,Thick socks and boots.,Special pens and paper,Delicate cloth and thread.,b,Calligraphy is the art of beautiful handwriting using special pens or brushes.,0,writing,300
cavernous,What is an example of a cavernous space?,A large house that is filled with many rooms.,A large field that is overgrown with weeds.,A cave that is of great size and hollow,c,A cavernous space is very large and empty; it is both hollow and huge.,0,"gaping, huge, roomy",300
charisma,What is charisma?,It is the ability to speak clearly and calmly to a large group.,It is the skill of organizing a large event without spending much money.,It is an ability to influence others through enthusiasm and charm,c,A person with a great deal of charisma is able to highly influence others because they are easily able to inspire loyalty and create enthusiasm through personal charm.,0,"allure, glamour, magnetism",300
choreography,What is choreography?,It is a set of steps designed for a particular dance,It is recording the rhythmic beats of someoneï¿½s heart.,It is writing the notes for a song in a musical or play.,a,The choreography of a work of dance is either the art of arranging the steps or the actual dance composition itself.,0,dance,300
circumstantial,What is a circumstantial benefit of going to college?,It is a benefit that someone expects but that never occurs.,It is a secondary benefit to actually earning a college degree,It is the most significant benefit of earning a college degree.,b,"That which is circumstantial is not an essential or primary part of something; rather, it is merely incidental and perhaps insignificant to the situation at hand.",0,"coincidental, inconclusive, indirect",300
clientele,"If you are part of the clientele of a business, what are you?",You are a frequent customer of that business,You are a part owner of that business.,You are a competitor of that business.,a,The clientele of a business are those clients or frequent customers who support that business.,0,"audience, constituency",300
coalition,What is a coalition?,A petition to a governing body that supports the creation of a law.,The joining together of various groups for a common cause,A ceremony that announces the creation of a new service group.,b,A coalition is a temporary union of different political or social groups that agrees to work together to achieve a shared aim.,0,"affiliation, alliance, amalgam",300
coerce,"If your brother coerces you to clean the bathroom, what is he doing?",He is asking you to clean the bathroom.,He is helping you clean the bathroom.,He is making you clean the bathroom,c,You coerce people when you force them to do something that they donï¿½t want to do.,0,"browbeat, bully, intimidate",300
collaborate,What do people do when they collaborate?,They work together to achieve a common goal,They submit entries to the same contest and compete to win.,They each speak at a conference about different topics.,a,"When people collaborate, they work together, usually to solve some problem or issue.",0,"collude, conspire, cooperate",300
collateral,What is collateral?,It is a loan made to a client by a bank or other financial institution.,It is the numerous papers that must be signed to get a loan.,It is a security to assure a bank that a loan will be repaid,c,"Collateral is a security or guarantee, usually represented by personal property of equal value, that a borrower must put up when they take out a loan.",0,ancillary,300
colossal,"If something is colossal, what is it?",It is so big that you feel awed by it,It is challenging to the point that it really confuses you.,It is new and popular with a certain age group.,a,"Something colossal is extremely big, gigantic, or huge.",0,"enormous, gargantuan, gigantic",300
commandeer,What happens if you commandeer a ship?,You seize control of it in an aggressive way,You successfully guide it through a dangerous storm.,You inspect every inch of it to make sure it is safe.,a,"When something is commandeered, it is taken or seized, usually by force.",0,"confiscate, hijack",300
competent,"If you are competent at your job, what might happen?",You might need more training because you lack necessary skills.,You might not be well-liked because you are always trying to outdo others.,You might get a promotion because you are so skilled,c,"If someone is competent in a job, they are able and skilled enough to do it well.",0,"adequate, capable, decent",300
concede,What is one way to concede?,You tell everyone how great you are.,You start a fight with a stranger.,You admit that you have lost,c,"When you concede to something, you unwillingly admit it is true or give in to it.",0,"accept, admit, allow",300
concentric,What is an example of concentric circles?,Two round lenses on a pair of glasses.,The rings inside a tree trunk,A row of round windows on a ship.,b,"Concentric circles, gradually increasing in size, spread out from a common central point.",0,"coextensive, coordinated, parallel",300
concise,What is a concise answer to a question?,It is one that avoids answering the question.,It is one that is truthful and very detailed.,It is one that is clear and uses few words,c,"A concise statement is short, clear, and gets right to the point.",0,"pithy, succinct, terse",300
concurrent,What is an example of concurrent events?,Two parties happening at the same time,Basketball games that are played one right after the other.,Two dinners on two different nights with the same people.,a,Concurrent events happen at the same time.,0,none,300
condemnation,What is condemnation?,It is a gentle reminder to do something important.,It is strong disapproval for a wrongdoing,It is correcting a mistake or error that you made.,b,A condemnation of someone is strong disapproval for what they have done; it can result in a conviction of wrongdoing in court.,0,"accusation, censure, denunciation",300
condole,Why would you condole with someone?,You want to praise them for a job well done.,You need to help them plant a garden.,You feel sad for them because they are grieving,c,"If you condole with someone, you express sympathy or sorrow, usually on the death of someone dear.",0,"comfort, commiserate, console",300
conducive,"If something is conducive to learning, what is it?",It prevents much learning from occurring.,It makes learning costly and ineffective.,It contributes toward better learning,c,A conducive agent is something that is favorable or helpful in getting something to happen.,0,"helpful, useful",300
conglomerate,What is an example of a conglomerate?,A company that is owned and operated by people in the same family.,A small business that continues to grow every year.,A large organization made up of many smaller companies,c,A conglomerate is a large business or organization that consists of many different companies involved in numerous areas of expertise.,0,"amassed, assorted, blended",300
contemptible,What is contemptible behavior?,It is incredibly mean,It is slightly impolite.,It is very noticeable.,a,"A contemptible act is shameful, disgraceful, and worthy of scorn.",0,"abhorrent, abominable, disgusting",300
contentious,What might a contentious person do?,They might boast about something theyï¿½ve done.,They might initiate a fight with someone,They might spend a lot of money to impress others.,b,"When someone is contentious, they are argumentative and likely to provoke a fight.",0,"antagonistic, combative, testy",300
contrary,What is a contrary opinion?,It is popular with many people.,It is clearly understood by most people.,It is the opposite of what most people think,c,"If you act in a contrary way, you oppose or go against an existing way of doing or thinking about something.",0,"adverse, antithetical, conflicting",300
conventional,What is a conventional opinion?,One that most people think is wrong.,One that some people try to spread online.,One that most people know and accept,c,A conventional way of thinking or behaving is the one most commonly accepted by social groups.,0,"current, ordinary, regular",300
convergent,What are convergent companies?,Similar companies that compete for business.,Two companies that join into one larger company,Companies that produce more than one product.,b,Two things that are convergent are meeting or coming together at one point in time or space.,0,none,300
copious,What is a copious amount of something?,It is not quite enough to satisfy everyone.,It is an extremely large amount of it,It is an amount that is easily divided into equal shares.,b,A copious amount of something is a very large amount of it.,0,"ample, extensive",300
cordial,How would a cordial person act?,They would be in a hurry to get something done.,They would be nice and welcoming,They would have the most fun possible.,b,"A cordial greeting is warm, friendly, and polite.",0,"affectionate, amicable, cheerful",300
cornucopia,What is an example of a cornucopia of fruit?,One banana and two pears.,A large bag of frozen blueberries.,A large amount of different kinds of fruit,c,A cornucopia is a large quantity and variety of something good and nourishing.,0,"enough, good deal, luxury",300
credible,What is a credible witness?,Someone who will likely tell the truth,Someone who will probably lie.,Someone who will make people laugh.,a,"If you act in a credible fashion, you are easy to believe or trust.",0,"conceivable, conclusive, creditable",300
cynical,What is a cynical response to someoneï¿½s success?,Asking that person how they feel about their success.,Thinking that person cheated to do better than everyone else,Wishing to be as successful as that other person.,b,"A cynical person thinks that people in general are most often motivated by selfish concerns; therefore, they doubt, mistrust, and question what people do.",0,none,300
decipher,What does it mean to decipher something?,You patiently teach it to others.,You struggle to understand it.,You figure out its meaning,c,"When you decipher a message or piece of writing, you work out what it says, even though it is very difficult to read or understand.",0,"analyze, break down, decode",300
deficit,"If a business has a deficit, how will the owner most likely react?",They will gather all the employees together to congratulate them on a job well done.,They will have their business spend less and sell more so it can start making a profit,They will decide to keep the business just as it is.,b,A deficit occurs when a person or government spends more money than has been received.,0,"loss, shortfall",300
definitive,What is a definitive statement?,It comes from the highest authority and so cannot be questioned,It becomes a popularly quoted phrase within a group of people.,It is proven false by a great scholar whom many people respect.,a,"A definitive opinion on an issue cannot be challenged; therefore, it is the final word or the most authoritative pronouncement on that issue.",0,"actual, categorical, clear-cut",300
demarcation,What is a demarcation?,It is a marked path that allows a traveler to stay on course.,It is a clear limit between one thing and another,It is an argument between two people that is not resolved.,b,Demarcation is the process of setting boundaries or limits; it is also a line that provides a distinct separation between two things.,0,"delimitation, separation",300
demographic,What does a demographic study do?,It looks at how a civilization changes over time.,It examines trends within a specific part of a human population,"It focuses on how one person responds to something new, such as a medication.",b,A demographic study describes the characteristics of part of a population that is usually used for purposes of marketing.,0,"analytical, numerical",300
